hgnc_symbol	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
SLC34A2	-3.13955599757186	1.84807157814289e-23	4.71381123062122e-22	ENSG00000157765.13	4	25648011	25678748	+
ACAN	1.11566876837777	2.43901594410489e-07	7.55859015783281e-07	ENSG00000157766.19	15	88803436	88875353	+
DRC1	-1.11097158199868	0.000183055744491679	0.000381637735801584	ENSG00000157856.12	2	26401920	26456711	+
PEX10	1.32074067250262	7.22715366540247e-14	5.02253574419564e-13	ENSG00000157911.11	1	2403964	2413797	-
DUSP2	-2.37875330966956	1.63017901865965e-34	1.42281334443703e-32	ENSG00000158050.5	2	96143169	96145440	-
NLRP14	-1.29096938640045	1.08949601777791e-13	7.24960822887668e-13	ENSG00000158077.5	11	7020479	7071526	+
HPD	-1.34948725240825	6.59654723126847e-16	6.2022176744826e-15	ENSG00000158104.11	12	121839527	121863596	-
RHPN1	1.56738810565445	2.52575351529544e-28	1.15302679274462e-26	ENSG00000158106.14	8	143368876	143384221	+
TMSB15A	1.42067618748186	5.10271098709318e-17	5.62834869646778e-16	ENSG00000158164.7	X	102513682	102516739	-
TENT5B	-1.65401273711044	1.28837439886595e-19	2.06432920947464e-18	ENSG00000158246.8	1	27005020	27012850	-
COLEC12	1.14167614083211	1.93073149937855e-19	2.81386844860491e-18	ENSG00000158270.12	18	316737	500722	-
CDC25C	1.78837983400302	3.96280367424737e-24	1.08007814802025e-22	ENSG00000158402.21	5	138285269	138338355	-
H4C8	1.1792099863521	7.14079362477508e-13	4.73405946840879e-12	ENSG00000158406.6	6	26277609	26285638	-
KCNB1	-1.20192096086832	1.79132612042949e-15	1.58877620805881e-14	ENSG00000158445.10	20	49293394	49484297	-
NRG2	-1.51371415569506	5.51177270074876e-19	7.36316302999727e-18	ENSG00000158458.21	5	139846779	140043299	-
POM121L2	-1.29720394197363	9.68736442353424e-07	2.71556202286274e-06	ENSG00000158553.5	6	27285903	27312273	-
DYNC1I1	-1.20274168191802	1.34699091822286e-18	1.80792105228117e-17	ENSG00000158560.14	7	95772506	96110322	+
FGF17	1.15360406861503	1.482305422392e-08	5.56970732885961e-08	ENSG00000158815.11	8	22042398	22048809	+
APOA2	6.1769672194486	5.71475774760668e-09	2.21837277679077e-08	ENSG00000158874.11	1	161222292	161223631	-
MPZ	-1.45153433068684	1.22854408651916e-11	6.52891278208860e-11	ENSG00000158887.19	1	161304735	161309968	-
WFDC8	-4.99310468662165	5.72948076575728e-08	9.67405345620974e-07	ENSG00000158901.12	20	45551153	45579326	-
WNT9B	-4.5624720599343	8.3776946511166e-98	1.2399376517625e-94	ENSG00000158955.11	17	46833201	46886730	+
CACHD1	-1.28573300635681	5.4146239455005e-22	1.19768290032506e-20	ENSG00000158966.16	1	64470129	64693058	+
CSRP1	-1.44984530984632	5.09203401879511e-26	1.7816852905496e-24	ENSG00000159176.14	1	201483530	201509456	-
PRAC1	1.45425854565399	1.35248951765587e-18	1.80070291354485e-17	ENSG00000159182.5	17	48721719	48722518	-
CIART	-1.00727043433594	6.07208098637686e-13	3.82202548848174e-12	ENSG00000159208.16	1	150282543	150287093	+
CLIC6	-1.20575124508577	7.52604214719258e-15	6.49846185271887e-14	ENSG00000159212.13	21	34668994	34718227	+
IGF2BP1	1.28770745261282	0.009927879855759	0.01534435231985	ENSG00000159217.10	17	48997385	49056145	+
CBR3	1.1887491732274	5.6206103571208e-14	3.98973747667896e-13	ENSG00000159231.6	21	36135079	36146562	+
	-2.50691671938709	8.37399301848525e-44	1.37797718400142e-41	ENSG00000159239.13	2	74393836	74421662	-
ACTC1	-2.60459206150925	2.45733661480615e-18	3.09034139790109e-17	ENSG00000159251.8	15	34790230	34795549	-
SIM2	2.34669400917502	5.42277329861437e-47	1.11510703340886e-44	ENSG00000159263.16	21	36699115	36749917	+
SCUBE1	-1.39875625090494	3.67209157890347e-17	3.89402637646274e-16	ENSG00000159307.20	22	43197280	43343372	-
PLA2G4D	-1.45269547297104	1.00718120163054e-05	2.60591885741384e-05	ENSG00000159337.7	15	42067009	42094562	-
CES5A	-5.38644636603585	1.70895255404475e-20	2.88783236164578e-19	ENSG00000159398.16	16	55846154	55956031	-
PGLYRP3	-1.23807126877926	0.000328763049680286	0.000644527813109227	ENSG00000159527.4	1	153297116	153312952	-
ISL2	-1.31637169913479	2.66772640453999e-12	1.56831651540173e-11	ENSG00000159556.10	15	76336773	76342475	+
ACE	-1.32134203256919	7.09138360072482e-27	2.88423084200314e-25	ENSG00000159640.17	17	63477061	63498380	+
TEPP	-1.34137656159582	3.90528605645425e-10	1.78641175854029e-09	ENSG00000159648.13	16	57976435	57988116	+
SPON2	2.32233835846249	6.02524450059671e-21	1.09705469449649e-19	ENSG00000159674.12	4	1166932	1208962	-
LRRC36	1.53807506513916	1.08643873665978e-13	7.44252207581164e-13	ENSG00000159708.18	16	67326798	67385204	+
CARMIL2	1.22901724473876	9.16905143317458e-15	7.10826581174878e-14	ENSG00000159753.15	16	67644988	67657569	+
PIP	-7.32063166765206	3.8826938284538e-79	3.30372541800899e-76	ENSG00000159763.4	7	143132077	143139739	+
NPR2	-1.09520383049945	7.94064508025708e-23	1.77581005148483e-21	ENSG00000159899.16	9	35791003	35809732	+
CPAMD8	-1.25365082057909	7.50413036664988e-18	9.07099654830804e-17	ENSG00000160111.15	19	16892951	17026815	-
TFF3	2.70305458206652	3.2817809621886e-27	1.3501800130725e-25	ENSG00000160180.17	21	42311667	42315409	-
TFF2	-1.18931070703123	0.000268831987037687	0.000532224977630549	ENSG00000160181.9	21	42346357	42350997	-
RSPH1	1.08475775403519	6.7666832854268e-15	5.84884024588164e-14	ENSG00000160188.10	21	42472486	42496246	-
CBS	1.22724594136692	1.61820291693911e-09	6.89895778785538e-09	ENSG00000160200.18	21	43053191	43076943	-
GATD3	1.03132995047307	3.05742976193564e-05	7.16412636884497e-05	ENSG00000160221.18	21	44133610	44210114	+
S100B	-1.27362231080668	2.69532805122547e-10	1.21821392142076e-09	ENSG00000160307.10	21	46598604	46605208	-
LCN1	-5.93276254496719	3.70842330254369e-11	1.92655297763453e-10	ENSG00000160349.10	9	135521438	135526540	+
TMEM190	1.17403104830456	2.68472093684475e-06	7.08683296359945e-06	ENSG00000160472.5	19	55376826	55378246	+
PLPP7	-1.03721372989658	2.02544263147334e-11	1.04908982174823e-10	ENSG00000160539.6	9	131289459	131359022	+
TLCD1	1.34452902046006	7.43367912594386e-29	3.71234183339621e-27	ENSG00000160606.11	17	28724348	28727935	-
PAQR6	2.27380527128786	8.94474630673361e-33	6.64333784251768e-31	ENSG00000160781.17	1	156243320	156248117	-
LRRC71	1.21026760834423	2.96059896396299e-05	6.96732784767279e-05	ENSG00000160838.14	1	156920632	156933094	+
CYP3A4	1.44758754090166	0.000815236163505115	0.00153656455985034	ENSG00000160868.16	7	99756960	99784248	-
CYP3A7	-1.55566485206012	1.72294446235123e-10	8.25586098784047e-10	ENSG00000160870.15	7	99705036	99735196	-
SCGB3A1	-2.09961898973176	3.00511844050234e-12	1.7882343750002e-11	ENSG00000161055.4	5	180590105	180591499	-
CELF5	1.418547843143	4.93192642494119e-12	2.76659341360053e-11	ENSG00000161082.13	19	3224661	3297076	+
DMKN	-1.08720508281649	5.5367788711373e-10	2.65690642981279e-09	ENSG00000161249.21	19	35497220	35513658	-
LRRC56	1.21016359444639	6.37925408692413e-35	6.00204054560452e-33	ENSG00000161328.11	11	537527	554912	+
ITGA5	-1.11672897317946	3.2590727399038e-15	2.74247542192361e-14	ENSG00000161638.11	12	54395261	54419266	-
CD300LG	-1.76422477872681	1.41293871737969e-15	1.22055339279564e-14	ENSG00000161649.13	17	43847148	43863639	+
NAGS	-1.50974763796376	1.47316422239251e-39	1.79992403673965e-37	ENSG00000161653.11	17	44004622	44009068	+
AQP5	-2.17808565957615	1.87016154805672e-21	3.583582837177e-20	ENSG00000161798.7	12	49961872	49965682	+
KRT84	-1.17863121630409	0.00239247386385601	0.00412591044666766	ENSG00000161849.3	12	52377812	52385652	-
SPC24	1.46665341684068	1.63317672279733e-19	2.3456729255952e-18	ENSG00000161888.12	19	11131520	11155807	-
IP6K3	-1.71044326681459	6.75343285483227e-14	4.88899240498677e-13	ENSG00000161896.12	6	33721662	33746905	-
ALOX15	1.68439064799962	6.35304920739236e-09	2.55374834670035e-08	ENSG00000161905.13	17	4630919	4642294	-
RPL26	1.33360302166953	7.41373249362225e-22	1.51494683601406e-20	ENSG00000161970.15	17	8377516	8383213	-
PRR35	-2.97907592739971	4.31794246310593e-10	8.26475907870913e-09	ENSG00000161992.6	16	560394	565529	+
CCDC78	2.59069725084476	8.51238336889102e-32	5.48646288911375e-30	ENSG00000162004.19	16	722582	726954	-
SPSB3	1.23412857439404	7.26557900652623e-15	5.69787707496735e-14	ENSG00000162032.16	16	1776712	1793700	-
HS3ST6	-1.4490666409453	3.00933030050273e-07	9.54466637972008e-07	ENSG00000162040.7	16	1911475	1918415	-
TEDC2	1.40767703505194	1.42915650440379e-27	5.86203572210829e-26	ENSG00000162062.15	16	2460086	2464963	+
SLC25A45	1.14064734099702	6.81199771744011e-30	3.77876163891314e-28	ENSG00000162241.13	11	65375192	65383701	-
ACOT11	-1.18350363597047	1.23635957709219e-15	1.07481321481762e-14	ENSG00000162390.18	1	54542257	54639192	+
FAM151A	-1.23079042726721	1.47981275657058e-13	1.0081318364288e-12	ENSG00000162391.12	1	54609181	54623556	-
BSND	-1.45962612248656	1.61043204129068e-07	5.13093563965869e-07	ENSG00000162399.9	1	54998933	55017172	+
KNCN	1.63205808846617	0.000332328059200178	0.000651002082005712	ENSG00000162456.10	1	46545641	46551647	-
AKR7A3	1.06608024173166	9.1013896008155e-05	0.000205716592110169	ENSG00000162482.5	1	19282573	19288770	-
PDPN	-1.00655146918863	1.75882944434761e-14	1.32320635691949e-13	ENSG00000162493.17	1	13583465	13617957	+
SYNC	-1.29847853068058	4.15224152856197e-17	4.35337188809025e-16	ENSG00000162520.15	1	32679906	32703596	-
UBXN10	-1.78607312606133	1.47560011478785e-24	4.23324127318567e-23	ENSG00000162543.6	1	20186096	20196050	+
SCNN1D	1.30121155905106	7.74924068368311e-17	8.68373947383506e-16	ENSG00000162572.21	1	1280436	1292029	+
CCDC27	-2.2476385258402	5.53546460865553e-42	8.1606467256852e-40	ENSG00000162592.10	1	3746460	3771645	+
NEXN	-1.34411268440553	2.46845089795622e-18	3.17145403258031e-17	ENSG00000162614.19	1	77888513	77943895	+
DNAJB4	-1.27664460438868	5.9540457891874e-24	1.68462280737164e-22	ENSG00000162616.9	1	77979175	78017964	+
SNX7	-1.07955494888895	4.72608408553872e-25	1.39589944680451e-23	ENSG00000162627.17	1	98661701	98760500	+
B3GALT2	-1.48179301095407	2.64240495265096e-16	2.50502718842695e-15	ENSG00000162630.6	1	193178730	193186613	-
KCNT2	-1.04578843440121	1.83096776534527e-08	6.80908178082087e-08	ENSG00000162687.19	1	196225779	196609225	-
DDR2	-1.18699294476642	6.58878819689817e-19	9.09321162564075e-18	ENSG00000162733.19	1	162631373	162787405	+
FCRLB	-1.86355991868803	3.95795258469242e-44	6.53736451326636e-42	ENSG00000162746.14	1	161721563	161728143	+
FCGR3B	-1.67730048535394	5.4235341950947e-11	2.67331213105402e-10	ENSG00000162747.12	1	161623196	161631963	-
AXDND1	-1.55170561026689	4.29967699048374e-05	9.85350395078425e-05	ENSG00000162779.22	1	179365720	179554735	+
KIF26B	-1.50111847471931	2.36868290633711e-20	3.80662255652674e-19	ENSG00000162849.16	1	245154985	245709432	+
HAAO	-1.0363004245356	7.49711146380018e-12	4.1061241737852e-11	ENSG00000162882.15	2	42767089	42792593	-
IL20	-2.70995166785861	4.46597190446305e-17	4.65826935070983e-16	ENSG00000162891.11	1	206865623	206869223	+
LRRTM1	-1.31425382013302	1.04893902123755e-08	4.0115991981955e-08	ENSG00000162951.11	2	80288351	80304752	-
KCNF1	-2.02939516327633	9.71458022591951e-23	2.13107539084891e-21	ENSG00000162975.5	2	10911934	10914225	+
KCNJ3	-1.91603275802138	7.50113801272378e-14	5.22892893809218e-13	ENSG00000162989.5	2	154697855	154858354	+
DUSP19	-1.10384986372351	2.20585809516702e-33	1.57338421977181e-31	ENSG00000162999.13	2	183078559	183100008	+
ACTG2	-1.57738291153586	3.25957458446605e-18	4.07775811555152e-17	ENSG00000163017.14	2	73892314	73919865	+
VSNL1	-1.86239442690782	2.60885021860011e-17	2.93013847358895e-16	ENSG00000163032.12	2	17539126	17657018	+
TEKT4	1.41914054422317	2.46974548569259e-10	1.12560820067589e-09	ENSG00000163060.8	2	94871430	94876823	+
SGCB	-1.0937401063172	1.25005975294529e-32	8.25135257424832e-31	ENSG00000163069.13	4	52020706	52038299	-
SPATA18	-1.18287198076516	1.54114196077419e-15	1.45888192639917e-14	ENSG00000163071.11	4	52051304	52097299	+
SGPP2	-1.51150505596128	8.62400253695919e-19	1.18876825794234e-17	ENSG00000163082.10	2	222424543	222562621	+
PDLIM5	1.55110156203752	9.23309358453705e-24	2.31231850144917e-22	ENSG00000163110.15	4	94451857	94668227	+
NEURL3	-1.10589006897185	9.17593181999484e-10	4.01030008985600e-09	ENSG00000163121.10	2	96497646	96508109	-
BNIPL	-1.64598818625489	7.97194290115475e-19	1.04640689400452e-17	ENSG00000163141.20	1	151036321	151047720	+
CDC42EP3	-1.12617008418279	1.79357684247668e-26	6.71777416430868e-25	ENSG00000163171.8	2	37641882	37738468	-
IVL	-3.67179981677549	2.55291829476476e-08	9.00615007268301e-08	ENSG00000163207.7	1	152908546	152911886	+
SPRR3	-2.46127864979099	9.62385252843754e-10	4.0493807698879e-09	ENSG00000163209.15	1	153001747	153003856	+
S100A12	-1.16114055432815	2.45897892773523e-06	6.71198794520578e-06	ENSG00000163221.9	1	153373711	153375621	-
CFAP141	1.39534169732229	2.20167699439436e-07	6.87706795573368e-07	ENSG00000163263.7	1	154199085	154206333	-
GABRG1	1.57453577140648	0.0149377363185953	0.0226700062421189	ENSG00000163285.8	4	46035769	46124054	-
CLDN1	-1.00029820371704	1.05459304103537e-08	4.14923213875369e-08	ENSG00000163347.6	3	190305707	190322446	-
LENEP	1.7374982830968	7.01236578042081e-13	4.37988016493337e-12	ENSG00000163352.6	1	154993586	154994315	+
INAVA	-1.61609210410575	5.43934314981833e-17	5.62814225419025e-16	ENSG00000163362.11	1	200891048	200915742	+
CCKAR	1.16423154157959	0.000389279465940093	0.000755709130348045	ENSG00000163394.6	4	26481396	26490484	-
PROK2	-1.0742179141837	0.000131554427975855	0.00028985798351968	ENSG00000163421.9	3	71771655	71785206	-
LMOD1	-1.53213539794237	5.8435345931832e-21	1.07242993418139e-19	ENSG00000163431.13	1	201896456	201946588	-
TMEM169	-1.24637234363956	5.59627602358309e-21	9.78277321379961e-20	ENSG00000163449.11	2	216081866	216102783	+
CXCR1	-1.70888966316225	8.67010791983102e-11	4.28464457336294e-10	ENSG00000163464.8	2	218162841	218166962	-
TSACC	1.37223834921264	8.44851147526409e-26	2.86573901977382e-24	ENSG00000163467.12	1	156337314	156346995	+
FEV	1.89581727440694	9.82710755835482e-20	1.58915934097458e-18	ENSG00000163497.3	2	218981087	218985184	-
CRYBA2	1.5605130661826	1.90347142168607e-15	1.60907717793733e-14	ENSG00000163499.12	2	218990189	218993422	-
RPL22L1	1.30857330702191	4.41747524341295e-23	1.05283149668012e-21	ENSG00000163584.18	3	170864875	170870208	-
CTLA4	1.13781781150785	1.81105998688798e-08	6.50904465421526e-08	ENSG00000163599.18	2	203853888	203873965	+
NKX6-1	3.48826966057883	2.21218285869768e-21	4.0539569708206e-20	ENSG00000163623.10	4	84491985	84499292	-
ALB	4.34335198502024	2.32756453878993e-29	1.19848203186518e-27	ENSG00000163631.17	4	73397114	73421482	+
PRICKLE2	-1.34150726255718	3.76108029270307e-25	1.23084084391613e-23	ENSG00000163637.13	3	64092236	64445476	-
ERICH6	1.40120266857436	4.18088276029383e-10	1.84055594183081e-09	ENSG00000163645.15	3	150659885	150703971	-
SLMAP	-1.15132055709126	7.23573116533671e-48	1.49393128935439e-45	ENSG00000163681.16	3	57755450	57930003	+
ABHD6	-1.36791840248634	4.48820285670583e-64	2.05827899055912e-61	ENSG00000163686.15	3	58237532	58295693	+
FANCD2OS	1.00066822695457	0.000147599496185455	0.00030755246471129	ENSG00000163705.13	3	10081317	10108255	-
CCDC158	-1.06324341351434	1.25003678758128e-17	1.46321887010116e-16	ENSG00000163749.18	4	76312997	76421868	-
UCN	2.14776579089223	3.87560541662975e-41	5.62816189916817e-39	ENSG00000163794.6	2	27307400	27308445	-
SPDYA	1.45337878189662	3.30687435598896e-13	2.22713021265181e-12	ENSG00000163806.16	2	28782517	28850611	+
TGM4	-2.0418319096984	1.11545652435775e-08	4.37783270136986e-08	ENSG00000163810.12	3	44874608	44914990	+
SLC6A20	1.07950228555515	1.1001421542065e-06	3.13831300340553e-06	ENSG00000163817.16	3	45755449	45796536	-
LRRC2	-1.50432103550487	1.50042246259623e-11	8.17453339549511e-11	ENSG00000163827.14	3	46515385	46606948	-
CAMK2N2	1.7503411356612	4.02878624988744e-25	1.23084084391613e-23	ENSG00000163888.4	3	184259213	184261553	-
CLDN19	-2.5657654079808	7.88666987921198e-28	3.46504583565772e-26	ENSG00000164007.11	1	42733093	42740254	-
CAMP	-3.57297320092194	9.27399806184871e-07	2.7216028634026e-06	ENSG00000164047.6	3	48223347	48225491	+
HSPA4L	-1.43481151683077	2.53859089198259e-25	8.0212948792805e-24	ENSG00000164070.12	4	127781821	127840733	+
CAMKV	2.8594448675019	4.91554745462021e-10	2.14683218563681e-09	ENSG00000164076.17	3	49857988	49869935	-
PITX2	-1.38515593045334	3.7434327949028e-06	9.97413699428973e-06	ENSG00000164093.18	4	110617423	110642123	-
PRSS12	-1.17699207434206	2.13766034379709e-10	1.0124751299493e-09	ENSG00000164099.3	4	118280038	118353003	-
SCRG1	-1.17381998946489	2.36806913308859e-13	1.55417813265086e-12	ENSG00000164106.8	4	173384701	173406380	-
HAND2	-1.00746242350843	8.77818118639569e-05	0.000195417159846109	ENSG00000164107.9	4	173524969	173530229	-
HPGD	1.22512685514103	5.38972215867451e-06	1.48882058015933e-05	ENSG00000164120.14	4	174490175	174523154	-
ITGA2	-1.32686136040539	3.61725199617488e-23	8.55598252583869e-22	ENSG00000164171.11	5	52989340	53094779	+
SLC45A2	5.16539417916497	8.50035171493075e-62	3.21052298204848e-59	ENSG00000164175.15	5	33944623	33984693	-
EDIL3	-1.17250686338949	4.28303221917163e-15	3.62245501205175e-14	ENSG00000164176.13	5	83940554	84384880	-
RNF180	-1.05794782225611	8.82542158875563e-32	5.42761306803541e-30	ENSG00000164197.12	5	64165843	64372869	+
ADGRV1	1.06442860171635	3.19504943796066e-17	3.61085479571218e-16	ENSG00000164199.18	5	90529344	91164437	+
STARD4	-1.0803497504897	4.38758849639551e-16	4.44275100774548e-15	ENSG00000164211.13	5	111496033	111512590	-
F2RL2	2.0309282473836	1.52496244386231e-23	3.89372043238877e-22	ENSG00000164220.7	5	76615482	76623413	-
ANKRD33B	-1.05613596466521	1.19664810905679e-11	6.64779348432983e-11	ENSG00000164236.12	5	10564070	10657816	+
SPINK1	4.40801528725838	2.0062521262444e-25	6.29862498231415e-24	ENSG00000164266.11	5	147824572	147831671	-
HTR4	1.23313156309425	6.51019079960954e-08	2.25769395325002e-07	ENSG00000164270.18	5	148451032	148677235	-
CDC20B	4.05269215776189	1.96549286843368e-13	1.30194005489551e-12	ENSG00000164287.13	5	55112971	55173177	-
GPX8	-1.01281850818126	3.81767006900228e-16	3.69061256576174e-15	ENSG00000164294.14	5	55160167	55167297	+
SPZ1	7.70937150829813	2.92544448997522e-13	1.51092319111865e-12	ENSG00000164299.7	5	80319625	80321842	+
ENPP6	-1.18513296153307	5.25772285801254e-10	2.38427732756728e-09	ENSG00000164303.11	4	184088706	184221230	-
CARTPT	-1.8767325665108	2.53533087028112e-09	1.01288881071152e-08	ENSG00000164326.5	5	71719275	71721048	+
TLR3	-1.02501204856538	1.24960325494825e-15	1.1500154715176e-14	ENSG00000164342.13	4	186069155	186088073	+
TERT	2.62079410914533	3.6096817161771e-25	1.09262175420251e-23	ENSG00000164362.21	5	1253147	1295068	-
FOXQ1	-1.99051663373276	1.38782285882666e-24	4.01238326929463e-23	ENSG00000164379.7	6	1312098	1314758	+
ACSL6	-4.92700751419437	1.84878314907816e-141	1.09931103858364e-137	ENSG00000164398.15	5	131949973	132012243	-
FABP7	-1.25318265836398	7.19736379364453e-09	2.75957099673405e-08	ENSG00000164434.12	6	122779716	122784074	+
IL31RA	1.08238538993529	1.54786263776455e-06	4.51891908268282e-06	ENSG00000164509.16	5	55851357	55922854	+
PI16	-1.72388349964328	6.87368984723016e-10	3.07537621561745e-09	ENSG00000164530.15	6	36948263	36964837	+
PTTG1	1.22005328050087	1.39714578418926e-14	1.10194898545183e-13	ENSG00000164611.13	5	160421855	160428739	+
BMPER	-1.28333279426164	8.21501625283423e-09	3.07733591530108e-08	ENSG00000164619.10	7	33904308	34156427	+
RELL2	1.03573695697314	1.06748286712259e-17	1.25306322214087e-16	ENSG00000164620.9	5	141636950	141641064	+
FABP5	2.69184278628878	2.6385798788024e-29	1.38303364524355e-27	ENSG00000164687.11	8	81280536	81284777	+
C7orf57	1.00818110724407	0.0190521748328098	0.0287937260593634	ENSG00000164746.14	7	48035511	48061304	+
SBSPON	-2.28005983526813	9.76065781400005e-36	9.50137041343524e-34	ENSG00000164764.11	8	73064543	73124088	-
EN2	1.82658939709788	3.87220848223336e-11	1.93507532571188e-10	ENSG00000164778.4	7	155458129	155464831	+
DEFA5	9.38750266460792	3.76987465786475e-05	9.02037311167004e-05	ENSG00000164816.8	8	7055304	7056739	-
DEFA6	8.66397383566294	4.95481688272222e-05	0.000116710156994435	ENSG00000164822.5	8	6924697	6926076	-
DEFB1	-1.13063031654565	2.57598672995128e-06	7.29922547493319e-06	ENSG00000164825.4	8	6870592	6877936	-
TMEM184A	1.23157899222701	2.81192970967552e-32	1.8799223412094e-30	ENSG00000164855.16	7	1542235	1560821	-
SLC7A13	1.15889122414365	1.71912375618542e-06	4.79762440479487e-06	ENSG00000164893.9	8	86214063	86321146	-
CTHRC1	1.69475250295669	7.51158818109586e-17	7.6480996459479e-16	ENSG00000164932.13	8	103371538	103382989	+
DCSTAMP	-1.58540582828463	1.3683686787703e-13	9.1848031262886e-13	ENSG00000164935.6	8	104339087	104356689	+
TP53INP1	1.11791965304645	1.94281715588654e-27	7.84017768030526e-26	ENSG00000164938.14	8	94925972	94949378	-
MYORG	-1.20366926751972	1.2945642618691e-23	3.3767113618995e-22	ENSG00000164976.9	9	34366666	34376898	-
DIRAS2	1.15963796698641	3.71304388475892e-05	8.61646385816467e-05	ENSG00000165023.7	9	90609832	90642862	-
NKX6-3	2.08310953717513	4.32292537968339e-11	2.18756474836935e-10	ENSG00000165066.13	8	41645177	41650817	-
MAMDC2	-1.5045654927742	1.06195840587703e-23	2.91795482789442e-22	ENSG00000165072.10	9	70043848	70226972	+
CPA6	-1.87320990345645	1.11891185964679e-15	1.01410451238857e-14	ENSG00000165078.13	8	67422038	67746378	-
PGAP4	-1.4343046399993	8.13187658815454e-19	1.12586236126068e-17	ENSG00000165152.9	9	101473170	101533537	-
CFAP47	1.54319276381087	3.88658302812317e-10	1.72163938736288e-09	ENSG00000165164.14	X	35919734	36385317	+
PTCHD1	-1.37516445162301	1.22388382357907e-14	9.88140875165805e-14	ENSG00000165186.12	X	23334849	23404374	+
RNF183	-1.06674493584397	2.89403363830409e-10	1.34483282044756e-09	ENSG00000165188.14	9	113297093	113303376	-
VEGFD	-1.06075200976271	3.33933771479808e-13	2.15354015126591e-12	ENSG00000165197.5	X	15345596	15384413	-
CLDN3	1.10595911410547	2.43869074169391e-16	2.47603207936703e-15	ENSG00000165215.6	7	73768997	73770270	-
MELK	1.54965535601803	2.20933787987154e-18	2.73009015247677e-17	ENSG00000165304.8	9	36572862	36677683	+
ARMC3	2.07691940394411	4.06292911589131e-15	3.42654578796777e-14	ENSG00000165309.14	10	22928024	23038523	+
FAT3	-1.75710003050709	3.61582115456827e-17	4.23439927473235e-16	ENSG00000165323.16	11	92224818	92896473	+
CLDN2	-7.93095355237769	1.11667134251969e-118	2.63599313944945e-115	ENSG00000165376.12	X	106900164	106930861	+
LRFN5	-1.25443790284035	3.33800970600456e-14	2.52225786707667e-13	ENSG00000165379.14	14	41606876	41904549	+
CFL2	-1.44418296538257	3.07354276203891e-37	3.34506293418899e-35	ENSG00000165410.15	14	34709113	34714823	-
PHYHIPL	-2.04311927043159	2.79868863237659e-28	1.24189363224735e-26	ENSG00000165443.12	10	59176643	59247774	+
HEPACAM	-1.28124434872713	9.72836640814034e-08	3.11602538241625e-07	ENSG00000165478.7	11	124919205	124936412	-
SKA3	1.66011092758462	1.9933129789678e-24	5.40493855757411e-23	ENSG00000165480.16	13	21153595	21176552	-
TMEM63C	1.31860676382866	6.51908009946456e-10	2.90569875863552e-09	ENSG00000165548.11	14	77116568	77259495	+
AMER2	-1.26992789338709	1.67701011478993e-07	5.31963434519473e-07	ENSG00000165566.13	13	25161679	25172288	-
SLC18A2	-2.49321322417727	4.49628548863981e-25	1.31994267661941e-23	ENSG00000165646.14	10	117241093	117279430	+
FRMD7	-1.78490977654158	4.11466068154184e-16	3.93610260302452e-15	ENSG00000165694.11	X	132076990	132128020	-
DIPK1B	1.00162374278887	9.04886363340446e-21	1.59634578787231e-19	ENSG00000165716.11	9	136712572	136724742	+
RET	1.34433270361278	3.55718845376781e-09	1.46348729800863e-08	ENSG00000165731.21	10	43077064	43130351	+
OR4K2	1.56453901453503	1.18687581435377e-05	2.95120771317485e-05	ENSG00000165762.3	14	19875142	19883932	+
SLC39A2	-3.76688462124511	4.92921867080307e-23	1.16166507998241e-21	ENSG00000165794.10	14	20999255	21001871	+
NDRG2	-1.30824586632516	3.53574057523316e-32	2.36881517465832e-30	ENSG00000165795.25	14	21016763	21070872	-
RNASE7	-1.24479316600063	1.29493109509947e-09	5.36698357983253e-09	ENSG00000165799.5	14	21042316	21044234	+
ARHGEF40	-1.46864090947065	5.61818399429848e-47	1.11510703340886e-44	ENSG00000165801.10	14	21070273	21090248	+
PRAP1	1.12861500687429	0.000142491232391023	0.000294836717580013	ENSG00000165828.15	10	133347368	133352683	+
C10orf82	-2.02314686448045	1.36765675276508e-12	8.19956021108206e-12	ENSG00000165863.17	10	116663696	116670264	-
SERPINA12	-1.30827467951024	0.00014150173952795	0.00128364850987567	ENSG00000165953.10	14	94487274	94517844	-
PDZRN4	-1.64942981404932	1.16129799717722e-24	3.27901068267555e-23	ENSG00000165966.16	12	41188320	41574745	+
HACD1	-1.10803939066563	6.96381790823426e-19	9.72701547244058e-18	ENSG00000165996.14	10	17589032	17617374	-
KCNC2	1.77299662419148	2.05652013082595e-08	7.8196045057548e-08	ENSG00000166006.14	12	75040077	75209839	-
JAM3	-1.40169700526391	3.56925158436507e-21	6.81847019859365e-20	ENSG00000166086.13	11	134069071	134152001	+
CMTM5	-1.44358299934139	2.18189225541665e-12	1.32931556632356e-11	ENSG00000166091.21	14	23376773	23379772	+
LRTM2	1.57068695711575	9.84303394626045e-06	2.46884090549844e-05	ENSG00000166159.11	12	1820267	1836753	+
GABRB3	1.36953828741318	3.72550065319261e-16	3.60526030022509e-15	ENSG00000166206.15	15	26543546	26939539	-
C2	1.09164979895449	6.68281045032222e-12	3.70399509616037e-11	ENSG00000166278.16	6	31897785	31945673	+
TMEM100	-1.82408337141959	8.46710915707924e-21	1.45790887315512e-19	ENSG00000166292.12	17	55719627	55732121	-
